claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-2281  ,Pete Whalebelly,Gourde,7/24/2021,denied,74687,6/25/2021,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",auto,Elliot Braddick,Real,3/15/2021,comprehensive,Ruble,direct deposit, VEH-2988  , CUS-3356  , LOC-8279  
 CLM-0130  ,Benoite Backe,Som,12/27/2020,denied,85717,11/27/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Wilbur Barnshaw,Peso,7/20/2021,collision,Peso,credit card, VEH-9597  , CUS-7545  , LOC-4037  
 CLM-1209  ,Lydia Alway,Yen,6/19/2021,denied,11511,6/30/2019,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",health,Kaitlin Trunchion,Rupiah,11/27/2020,liability,Sol,credit card, VEH-5874  , CUS-3713  , LOC-0710  
 CLM-9901  ,Klement Tams,Yuan Renminbi,12/28/2020,pending,33860,10/3/2020,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Dedra Slaymaker,Rand,1/4/2021,collision,Yuan Renminbi,check, VEH-3445  , CUS-6491  , LOC-7456  
 CLM-2631  ,Georgina While,Koruna,8/28/2020,approved,22861,9/16/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",home,Dee Whitwell,Rand,12/27/2020,liability,Yuan Renminbi,direct deposit, VEH-4179  , CUS-5986  , LOC-6157  
 CLM-0914  ,Sigismond Chadney,Dollar,1/16/2020,approved,23394,4/19/2020,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",home,Ethelyn Rickardsson,Yen,8/24/2020,collision,Pound,check, VEH-2546  , CUS-6204  , LOC-2194  
 CLM-7549  ,Jackqueline Ferras,Rupiah,12/3/2021,pending,85181,5/8/2020,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Osmond Dunkerley,Zloty,1/1/2021,comprehensive,Som,credit card, VEH-2176  , CUS-7161  , LOC-5041  
 CLM-2458  ,Sophey Habron,Yuan Renminbi,10/27/2021,approved,93339,3/5/2021,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",auto,Vonny Wilcocks,Ruble,8/16/2020,liability,Yuan Renminbi,direct deposit, VEH-0219  , CUS-8716  , LOC-1894  
 CLM-1575  ,Stella Scholard,Dollar,4/27/2020,denied,83763,3/7/2020,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",auto,Niccolo Deble,Yuan Renminbi,12/5/2020,comprehensive,Yuan Renminbi,credit card, VEH-4013  , CUS-4974  , LOC-8791  
 CLM-8543  ,Jacky Skerm,Euro,3/19/2020,pending,39900,11/22/2021,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",home,Wes Train,Peso,6/15/2020,liability,Peso,check, VEH-6725  , CUS-7027  , LOC-4511  
 CLM-9069  ,Carmon Gullis,Peso,11/24/2020,denied,44198,8/28/2021,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",auto,Dimitry Snedker,Zloty,7/6/2020,collision,Euro,check, VEH-5324  , CUS-3432  , LOC-5093  
 CLM-2802  ,Lemar Everil,Real,7/28/2021,denied,50493,12/14/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",auto,Iona McCleod,Rupiah,10/19/2021,comprehensive,Peso,direct deposit, VEH-3900  , CUS-8384  , LOC-5404  
 CLM-7002  ,Codi Ginity,Yuan Renminbi,7/26/2020,denied,16323,11/28/2020,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",home,Aeriell Edger,Kuna,4/15/2020,liability,Yuan Renminbi,credit card, VEH-9495  , CUS-0569  , LOC-2624  
 CLM-6908  ,Elianore Snazle,Euro,10/12/2020,denied,41774,12/26/2021,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",home,Redd Simmgen,Peso,3/19/2020,liability,Rupiah,direct deposit, VEH-3657  , CUS-0396  , LOC-9155  
 CLM-0353  ,Marta Benzing,Peso,4/1/2021,denied,16684,5/15/2021,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",health,Shelby Gawler,Ringgit,3/4/2021,collision,Peso,credit card, VEH-1738  , CUS-0766  , LOC-7911  
 CLM-8568  ,Laney Jefferys,Peso,5/11/2020,pending,12826,8/27/2020,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,home,Lurline Coverly,Peso,10/14/2021,comprehensive,Euro,check, VEH-8702  , CUS-5216  , LOC-2513  
 CLM-1173  ,Davina Clements,Krona,11/1/2021,denied,21721,7/29/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",home,Charmaine Rogeron,Bolivar,6/26/2020,collision,Euro,credit card, VEH-2063  , CUS-6647  , LOC-4676  
 CLM-2367  ,Marta MacTurlough,Dollar,6/29/2021,pending,93328,12/4/2019,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Jilly Griffitts,Zloty,11/10/2020,collision,Yuan Renminbi,credit card, VEH-8030  , CUS-7046  , LOC-0305  
 CLM-7094  ,Fianna Sulman,Won,10/9/2021,approved,33117,4/11/2021,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",auto,Mair McLaughlan,Rupiah,2/21/2021,collision,Ruble,check, VEH-3831  , CUS-4118  , LOC-5810  
 CLM-2356  ,Ketti Canario,Yen,12/15/2020,denied,21477,3/31/2021,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",home,Travis Burriss,Rupiah,1/17/2021,comprehensive,Peso,check, VEH-4734  , CUS-0429  , LOC-5799  
 CLM-4455  ,Giralda Antonacci,Euro,12/28/2020,pending,38776,9/22/2020,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",auto,Amandie Hedaux,Dollar,5/2/2021,liability,Lek,credit card, VEH-2924  , CUS-6836  , LOC-2428  
 CLM-7709  ,Gorden Corwood,Euro,2/25/2020,approved,54087,10/29/2021,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",health,Darrin Chitham,Yuan Renminbi,6/4/2020,collision,Ruble,direct deposit, VEH-6025  , CUS-6709  , LOC-0545  
 CLM-3666  ,Euphemia Panons,Hryvnia,12/31/2020,denied,31537,6/12/2020,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",auto,Bartholomew Field,Yuan Renminbi,4/29/2021,liability,Real,direct deposit, VEH-6483  , CUS-9490  , LOC-2652  
 CLM-0894  ,Jordain De Cleyne,Yuan Renminbi,10/2/2021,approved,99082,7/21/2020,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",auto,Gerhard Remon,Hryvnia,11/13/2020,liability,Som,direct deposit, VEH-3814  , CUS-4794  , LOC-1757  
 CLM-4236  ,Domini Pincott,Hryvnia,5/11/2021,denied,97922,3/24/2021,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",health,Timoteo Bolin,Peso,4/8/2020,collision,Ruble,direct deposit, VEH-9079  , CUS-6303  , LOC-5109  
 CLM-0514  ,Daisey Hoston,Dollar,2/3/2020,pending,64577,8/30/2021,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",health,Filide Fergusson,Yuan Renminbi,4/1/2021,comprehensive,Afghani,direct deposit, VEH-5736  , CUS-6602  , LOC-8287  
 CLM-2991  ,Aurelea Camili,Rupee,4/16/2021,pending,48047,6/16/2020,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",auto,Herman Kemwal,Dollar,11/15/2020,collision,Baht,direct deposit, VEH-3448  , CUS-8557  , LOC-5908  
 CLM-8920  ,Tudor Kyndred,Dollar,7/6/2021,pending,14263,1/21/2019,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",health,Mada Geelan,Peso,7/7/2021,liability,Dollar,credit card, VEH-3651  , CUS-4783  , LOC-6659  
 CLM-8053  ,Cherlyn Cardoso,Yuan Renminbi,5/25/2021,denied,77456,10/15/2020,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",health,Neale Millimoe,Euro,12/12/2020,liability,Riels,credit card, VEH-1583  , CUS-2876  , LOC-0866  
 CLM-8842  ,Annamaria Crann,Dollar,5/26/2021,pending,34224,7/4/2020,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",home,Karlens Curzon,Naira,5/18/2021,collision,Tenge,credit card, VEH-6209  , CUS-1997  , LOC-6266  
 CLM-9723  ,Hallie Stickney,Yuan Renminbi,1/14/2021,pending,93631,1/29/2021,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",home,Niki Kempston,Ruble,5/6/2021,comprehensive,Hryvnia,credit card, VEH-0120  , CUS-2708  , LOC-5832  
 CLM-5365  ,Stanwood Ibarra,Yuan Renminbi,1/7/2020,denied,17927,11/9/2019,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",health,Ev Epinoy,Zloty,6/9/2020,collision,Balboa,check, VEH-0683  , CUS-4254  , LOC-7551  
 CLM-8011  ,Goraud Farrer,Real,7/18/2020,denied,83692,8/18/2021,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",auto,Keefe Swayton,Yuan Renminbi,7/25/2020,comprehensive,Ruble,check, VEH-6356  , CUS-0469  , LOC-9270  
 CLM-2123  ,Tommy Todd,Ruble,3/19/2020,denied,63890,3/28/2020,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",auto,Wain Kardos-Stowe,Krona,9/10/2021,collision,Krona,check, VEH-7477  , CUS-7534  , LOC-7427  
 CLM-4038  ,Glori Dunsmuir,Peso,1/3/2021,denied,81207,12/15/2020,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",home,Franklyn Sutherington,Zloty,5/14/2021,liability,Yuan Renminbi,credit card, VEH-4846  , CUS-5137  , LOC-1009  
 CLM-4148  ,Gerome Ambrosch,Peso,4/24/2020,denied,23546,6/12/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Terence Peckett,Yuan Renminbi,4/13/2021,liability,Peso,credit card, VEH-9496  , CUS-1869  , LOC-2959  
 CLM-3964  ,Marjorie McFadzean,Lempira,4/11/2020,approved,37060,1/9/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",auto,Courtney Bockings,Real,1/28/2021,collision,Euro,credit card, VEH-2429  , CUS-4873  , LOC-9407  
 CLM-2435  ,Reinhold Moogan,Euro,1/26/2020,denied,49654,7/11/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",health,Brnaba Martinolli,Rupee,8/13/2021,comprehensive,Zloty,direct deposit, VEH-6465  , CUS-3902  , LOC-8227  
 CLM-6680  ,Gracie Dutch,Krona,10/22/2021,approved,56810,5/24/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",home,Leonidas Avrahamof,Krona,7/25/2021,comprehensive,Yuan Renminbi,direct deposit, VEH-7224  , CUS-1718  , LOC-5782  
 CLM-6650  ,Alwyn Barnsdale,Euro,10/4/2020,pending,75125,11/1/2019,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",home,Jaimie Izakov,Sol,10/24/2021,liability,Dinar,credit card, VEH-3694  , CUS-8215  , LOC-0625  
 CLM-7237  ,Chrystel Heathfield,Ruble,2/9/2021,pending,83987,3/13/2019,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",health,Gav Corish,Yuan Renminbi,5/15/2020,liability,Yuan Renminbi,check, VEH-1086  , CUS-8878  , LOC-5460  
 CLM-5209  ,Aliza Hug,Krona,8/25/2021,pending,68384,8/31/2019,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",home,Vikky Danels,Yuan Renminbi,5/18/2021,comprehensive,Euro,direct deposit, VEH-2808  , CUS-9954  , LOC-9508  
 CLM-7898  ,Riki Tovey,Yuan Renminbi,7/20/2020,approved,38478,2/1/2019,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",auto,Raleigh Daldry,Peso,2/14/2020,comprehensive,Euro,check, VEH-4409  , CUS-0058  , LOC-2209  
 CLM-1710  ,Ashil Tabor,Euro,8/28/2021,pending,24576,1/13/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",home,Bethina Fray,Zloty,3/25/2020,liability,Yuan Renminbi,check, VEH-2246  , CUS-5641  , LOC-6618  
 CLM-1872  ,Scot Pidler,Real,7/20/2020,denied,39213,9/22/2019,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,auto,Lyle Core,Real,5/5/2021,liability,Dollar,credit card, VEH-7207  , CUS-6608  , LOC-1724  
